feature_set_name,hidden_sizes,dropout,lr,weight_decay,optimizer,scheduler,batch_size,activation,loss_name,use_batchnorm,seed,block,run_id
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.001,0.002,adam,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,684
all_features,"(256, 128, 64)",0.25,0.0005,0.0005,adamw,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,685
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.3,0.0007,0.0005,adamw,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,686
geo_macro_plus_city_crime_only,"(128, 128)",0.3,0.0007,0.0005,adamw,plateau,256,relu,mse,True,52,block2_mixed_feature_sets,687
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.25,0.001,0.001,adamw,cosine,256,relu,mse,False,62,block2_mixed_feature_sets,688
all_without_current_crime_only,"(128, 128, 64)",0.2,0.0005,0.001,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,689
geo_knn_macro,"(128, 128)",0.25,0.0005,0.001,adam,cosine,64,relu,mse,True,42,block2_mixed_feature_sets,690
all_features,"(256, 256)",0.2,0.0007,0.002,adam,plateau,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,691
all_features,"(512, 256, 128)",0.2,0.001,0.0005,adamw,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,692
geo_knn_macro,"(128, 128, 64)",0.2,0.0003,0.002,adam,cosine,256,relu,mse,True,52,block2_mixed_feature_sets,693
all_features,"(256, 128, 64)",0.3,0.0003,0.002,adam,cosine,256,relu,mse,False,52,block2_mixed_feature_sets,694
geo_knn_density_macro,"(128, 128)",0.2,0.001,0.002,adamw,cosine,256,gelu,mse,True,62,block2_mixed_feature_sets,695
all_features,"(128, 128)",0.25,0.0003,0.001,adamw,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,696
geo_knn_density_macro,"(512, 256)",0.3,0.0005,0.002,adam,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,697
geo_knn_density_macro,"(128, 128)",0.25,0.0003,0.0005,adam,plateau,256,relu,mse,False,52,block2_mixed_feature_sets,698
geo_macro_plus_city_crime_only,"(128, 128)",0.1,0.0005,0.0001,adam,cosine,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,699
all_features,"(256, 256)",0.25,0.0003,0.0005,adamw,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,700
all_features,"(512, 256)",0.25,0.0005,0.0005,adamw,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,701
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.25,0.0005,0.001,adamw,plateau,128,gelu,mse,False,42,block2_mixed_feature_sets,702
all_without_current_crime_only,"(256, 256)",0.3,0.0007,0.0001,adam,plateau,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,703
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.2,0.0003,0.001,adamw,plateau,128,relu,mse,False,52,block2_mixed_feature_sets,704
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.001,0.0001,adamw,plateau,64,gelu,mse,True,52,block2_mixed_feature_sets,705
geo_knn_macro,"(256, 128, 64)",0.2,0.0005,0.0001,adamw,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,706
all_features,"(512, 256, 128)",0.2,0.0003,0.002,adam,cosine,64,gelu,mse,False,52,block2_mixed_feature_sets,707
geo_knn_density_macro,"(256, 128, 64)",0.2,0.0005,0.002,adam,plateau,128,relu,mse,True,62,block2_mixed_feature_sets,708
all_features,"(128, 128)",0.25,0.0007,0.0005,adamw,plateau,256,gelu,mse,False,62,block2_mixed_feature_sets,709
geo_knn_macro,"(512, 256, 128)",0.35,0.001,0.0005,adam,plateau,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,710
crime_only_subset,"(512, 256)",0.25,0.0005,0.001,adamw,cosine,64,gelu,mse,False,62,block2_mixed_feature_sets,711
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0005,0.002,adamw,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,712
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0005,0.002,adam,cosine,128,relu,mse,True,52,block2_mixed_feature_sets,713
geo_knn_macro,"(256, 256)",0.3,0.0007,0.0005,adamw,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,714
geo_macro_plus_city_crime_only,"(512, 256)",0.2,0.0005,0.0005,adamw,plateau,128,relu,mse,True,62,block2_mixed_feature_sets,715
all_features,"(512, 256, 128)",0.2,0.001,0.0005,adam,cosine,64,relu,mse,True,42,block2_mixed_feature_sets,716
geo_macro_plus_city_crime_only,"(128, 128)",0.25,0.001,0.0005,adam,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,717
all_features,"(256, 256)",0.35,0.0007,0.001,adamw,plateau,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,718
all_features,"(512, 256, 128)",0.3,0.0003,0.0005,adamw,plateau,64,relu,smooth_l1,True,52,block2_mixed_feature_sets,719
all_features,"(512, 256, 128)",0.35,0.001,0.001,adam,cosine,64,relu,smooth_l1,True,42,block2_mixed_feature_sets,720
all_without_current_crime_only,"(256, 128, 64)",0.25,0.0003,0.001,adam,plateau,64,gelu,smooth_l1,False,42,block2_mixed_feature_sets,721
all_features,"(256, 256)",0.35,0.0003,0.0001,adamw,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,722
geo_knn_macro,"(256, 256)",0.3,0.001,0.002,adamw,cosine,128,gelu,mse,True,52,block2_mixed_feature_sets,723
geo_knn_macro,"(512, 256)",0.2,0.001,0.002,adam,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,724
geo_knn_macro_plus_city_crime_only,"(256, 256)",0.35,0.001,0.001,adam,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,725
all_features,"(512, 256)",0.3,0.001,0.002,adam,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,726
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.35,0.0007,0.001,adam,plateau,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,727
all_features,"(256, 128, 64)",0.25,0.0007,0.002,adamw,plateau,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,728
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0003,0.0005,adamw,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,729
all_without_current_crime_only,"(256, 256)",0.1,0.0005,0.0005,adamw,cosine,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,730
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.0007,0.0005,adam,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,731
all_without_current_crime_only,"(128, 128)",0.1,0.0003,0.0001,adam,cosine,256,relu,mse,True,52,block2_mixed_feature_sets,732
all_without_current_crime_only,"(128, 128, 64)",0.25,0.001,0.002,adam,plateau,128,gelu,mse,True,62,block2_mixed_feature_sets,733
all_features,"(256, 128, 64)",0.35,0.0003,0.001,adam,plateau,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,734
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0003,0.0001,adamw,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,735
crime_only_subset,"(256, 256)",0.1,0.0003,0.002,adam,plateau,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,736
all_features,"(128, 128, 64)",0.35,0.0007,0.0005,adam,cosine,256,gelu,mse,True,42,block2_mixed_feature_sets,737
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.25,0.001,0.0001,adam,cosine,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,738
all_features,"(256, 256)",0.3,0.0007,0.0001,adamw,plateau,256,relu,mse,True,42,block2_mixed_feature_sets,739
geo_knn_density_macro,"(512, 256)",0.35,0.0007,0.0005,adamw,plateau,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,740
all_without_current_crime_only,"(256, 256)",0.1,0.0003,0.001,adam,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,741
geo_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.0007,0.0005,adamw,cosine,256,gelu,smooth_l1,True,42,block2_mixed_feature_sets,742
all_without_current_crime_only,"(128, 128, 64)",0.3,0.0005,0.0001,adamw,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,743
all_without_current_crime_only,"(256, 128, 64)",0.3,0.0005,0.002,adamw,plateau,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,744
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.001,0.002,adamw,plateau,128,relu,mse,False,62,block2_mixed_feature_sets,745
geo_knn_density_macro,"(256, 256)",0.2,0.0007,0.002,adam,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,746
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.0005,0.0005,adamw,plateau,256,gelu,smooth_l1,False,52,block2_mixed_feature_sets,747
all_without_current_crime_only,"(512, 256)",0.3,0.001,0.0001,adamw,cosine,64,gelu,mse,False,52,block2_mixed_feature_sets,748
all_features,"(512, 256, 128)",0.2,0.0005,0.0001,adamw,plateau,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,749
geo_knn_density_macro,"(256, 256, 128)",0.3,0.001,0.001,adam,cosine,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,750
geo_knn_density_macro,"(128, 128, 64)",0.25,0.0007,0.0005,adam,plateau,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,751
all_features,"(512, 256, 128)",0.25,0.001,0.0005,adamw,cosine,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,752
geo_knn_density_macro,"(512, 256, 128)",0.3,0.001,0.0001,adamw,plateau,128,gelu,mse,True,52,block2_mixed_feature_sets,753
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0007,0.0001,adam,plateau,256,relu,smooth_l1,True,52,block2_mixed_feature_sets,754
geo_knn_density_macro,"(128, 128)",0.2,0.0003,0.0005,adam,cosine,256,gelu,mse,True,62,block2_mixed_feature_sets,755
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.35,0.001,0.0001,adamw,plateau,128,relu,smooth_l1,True,62,block2_mixed_feature_sets,756
geo_knn_macro,"(512, 256)",0.3,0.001,0.001,adamw,plateau,64,relu,mse,True,42,block2_mixed_feature_sets,757
geo_knn_density_macro,"(256, 256)",0.3,0.0005,0.002,adam,plateau,256,gelu,mse,False,52,block2_mixed_feature_sets,758
geo_knn_density_macro,"(128, 128)",0.25,0.0003,0.002,adam,plateau,64,gelu,mse,False,52,block2_mixed_feature_sets,759
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.25,0.0005,0.0001,adamw,cosine,256,relu,mse,True,52,block2_mixed_feature_sets,760
geo_knn_macro,"(128, 128, 64)",0.2,0.0003,0.0001,adamw,plateau,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,761
geo_knn_density_macro,"(256, 128, 64)",0.35,0.0003,0.001,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,762
geo_knn_macro,"(256, 128, 64)",0.2,0.001,0.0005,adam,plateau,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,763
geo_knn_macro,"(128, 128)",0.2,0.0003,0.001,adamw,plateau,128,relu,smooth_l1,False,42,block2_mixed_feature_sets,764
all_features,"(256, 256)",0.3,0.001,0.002,adamw,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,765
geo_macro_plus_city_crime_only,"(512, 256)",0.2,0.0007,0.0005,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,766
geo_knn_density_macro,"(512, 256, 128)",0.35,0.0007,0.0005,adam,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,767
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0005,0.0005,adamw,cosine,256,gelu,smooth_l1,True,52,block2_mixed_feature_sets,768
all_without_current_crime_only,"(128, 128)",0.3,0.0005,0.0005,adam,cosine,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,769
geo_knn_density_macro,"(256, 128, 64)",0.3,0.0005,0.002,adamw,plateau,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,770
all_without_current_crime_only,"(256, 256)",0.1,0.0007,0.0001,adam,plateau,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,771
geo_knn_macro,"(512, 256)",0.2,0.0007,0.001,adam,cosine,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,772
all_features,"(256, 256, 128)",0.3,0.0003,0.0005,adam,plateau,64,relu,mse,True,52,block2_mixed_feature_sets,773
geo_knn_macro,"(256, 256)",0.3,0.0003,0.002,adam,plateau,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,774
geo_knn_macro,"(256, 256)",0.2,0.0005,0.002,adam,plateau,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,775
all_without_current_crime_only,"(512, 256)",0.3,0.001,0.001,adam,cosine,128,gelu,smooth_l1,False,52,block2_mixed_feature_sets,776
geo_knn_density_macro,"(512, 256)",0.35,0.0003,0.0005,adam,cosine,256,relu,mse,True,42,block2_mixed_feature_sets,777
geo_knn_macro,"(128, 128)",0.1,0.0007,0.0005,adamw,cosine,64,gelu,smooth_l1,False,62,block2_mixed_feature_sets,778
geo_knn_macro,"(256, 256, 128)",0.25,0.0007,0.0005,adamw,cosine,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,779
all_without_current_crime_only,"(128, 128)",0.1,0.0005,0.001,adamw,cosine,256,relu,smooth_l1,True,62,block2_mixed_feature_sets,780
geo_macro_plus_city_crime_only,"(512, 256)",0.3,0.0003,0.0001,adamw,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,781
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.3,0.001,0.0001,adam,cosine,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,782
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.2,0.001,0.001,adamw,plateau,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,783
all_without_current_crime_only,"(128, 128, 64)",0.25,0.001,0.0005,adamw,plateau,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,784
geo_knn_density_macro,"(128, 128)",0.3,0.0007,0.002,adam,cosine,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,785
geo_knn_macro,"(256, 256, 128)",0.2,0.0003,0.0001,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,786
all_features,"(256, 256)",0.3,0.0003,0.0001,adamw,plateau,128,relu,mse,True,52,block2_mixed_feature_sets,787
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.35,0.0003,0.0001,adam,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,788
geo_knn_macro,"(512, 256)",0.25,0.0003,0.0001,adam,plateau,64,relu,mse,True,42,block2_mixed_feature_sets,789
geo_knn_macro,"(256, 256, 128)",0.2,0.0007,0.0001,adam,cosine,128,relu,smooth_l1,False,52,block2_mixed_feature_sets,790
geo_knn_macro,"(512, 256, 128)",0.3,0.0005,0.0001,adamw,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,791
geo_knn_macro_plus_city_crime_only,"(256, 256, 128)",0.3,0.0003,0.0005,adamw,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,792
geo_knn_density_macro,"(512, 256, 128)",0.35,0.0007,0.0005,adamw,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,793
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.35,0.001,0.001,adam,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,794
geo_knn_density_macro,"(128, 128)",0.35,0.0007,0.0005,adamw,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,795
geo_knn_density_macro,"(512, 256)",0.1,0.0005,0.001,adamw,cosine,256,gelu,mse,False,52,block2_mixed_feature_sets,796
geo_knn_macro,"(128, 128)",0.1,0.001,0.002,adam,plateau,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,797
geo_macro_plus_city_crime_only,"(256, 256, 128)",0.25,0.0005,0.001,adam,cosine,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,798
geo_knn_density_macro,"(128, 128)",0.1,0.0007,0.002,adamw,cosine,64,gelu,mse,True,62,block2_mixed_feature_sets,799
crime_only_subset,"(512, 256)",0.2,0.0005,0.0005,adam,plateau,256,relu,mse,False,52,block2_mixed_feature_sets,800
all_without_current_crime_only,"(128, 128)",0.2,0.0005,0.0005,adamw,plateau,64,relu,mse,False,62,block2_mixed_feature_sets,801
geo_knn_density_macro,"(512, 256)",0.3,0.0003,0.001,adam,plateau,256,gelu,mse,True,42,block2_mixed_feature_sets,802
all_without_current_crime_only,"(512, 256)",0.3,0.001,0.0005,adamw,cosine,128,gelu,mse,False,42,block2_mixed_feature_sets,803
all_features,"(128, 128)",0.3,0.0005,0.002,adam,cosine,128,gelu,smooth_l1,False,42,block2_mixed_feature_sets,804
all_without_current_crime_only,"(256, 256, 128)",0.2,0.0005,0.002,adamw,cosine,256,gelu,smooth_l1,True,62,block2_mixed_feature_sets,805
geo_knn_density_macro,"(512, 256, 128)",0.3,0.001,0.0001,adamw,plateau,64,relu,mse,True,62,block2_mixed_feature_sets,806
all_without_current_crime_only,"(128, 128)",0.2,0.001,0.001,adamw,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,807
geo_macro_plus_city_crime_only,"(128, 128)",0.1,0.001,0.002,adamw,plateau,128,relu,mse,False,62,block2_mixed_feature_sets,808
all_features,"(128, 128, 64)",0.3,0.0003,0.001,adamw,cosine,128,gelu,mse,True,42,block2_mixed_feature_sets,809
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.35,0.0005,0.0001,adam,plateau,128,relu,mse,True,62,block2_mixed_feature_sets,810
geo_knn_density_macro,"(256, 256, 128)",0.2,0.001,0.002,adamw,cosine,256,gelu,mse,False,52,block2_mixed_feature_sets,811
geo_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.001,0.001,adam,plateau,256,gelu,mse,True,52,block2_mixed_feature_sets,812
geo_knn_density_macro,"(256, 256, 128)",0.25,0.0005,0.001,adamw,plateau,128,gelu,mse,False,62,block2_mixed_feature_sets,813
geo_knn_macro_plus_city_crime_only,"(512, 256, 128)",0.35,0.0003,0.0005,adam,plateau,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,814
all_features,"(128, 128, 64)",0.35,0.0007,0.001,adam,cosine,128,relu,mse,False,42,block2_mixed_feature_sets,815
geo_knn_macro,"(256, 256, 128)",0.2,0.001,0.0005,adamw,plateau,64,gelu,mse,False,42,block2_mixed_feature_sets,816
all_features,"(128, 128)",0.25,0.0005,0.001,adam,cosine,256,gelu,mse,True,52,block2_mixed_feature_sets,817
geo_knn_density_macro,"(256, 256, 128)",0.3,0.001,0.001,adam,plateau,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,818
all_without_current_crime_only,"(512, 256, 128)",0.3,0.001,0.002,adam,plateau,64,relu,mse,False,42,block2_mixed_feature_sets,819
geo_knn_macro,"(512, 256, 128)",0.2,0.0005,0.002,adam,cosine,64,relu,smooth_l1,True,62,block2_mixed_feature_sets,820
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.3,0.0007,0.001,adam,cosine,64,relu,smooth_l1,False,62,block2_mixed_feature_sets,821
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.2,0.0005,0.0005,adamw,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,822
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.25,0.001,0.001,adamw,plateau,256,relu,smooth_l1,True,42,block2_mixed_feature_sets,823
all_without_current_crime_only,"(128, 128)",0.3,0.0003,0.002,adam,plateau,128,relu,smooth_l1,True,52,block2_mixed_feature_sets,824
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.35,0.0003,0.001,adamw,cosine,128,relu,mse,True,42,block2_mixed_feature_sets,825
geo_knn_macro,"(128, 128)",0.2,0.001,0.001,adamw,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,826
all_features,"(256, 256)",0.35,0.0007,0.0001,adamw,cosine,64,relu,mse,False,62,block2_mixed_feature_sets,827
geo_macro_plus_city_crime_only,"(512, 256, 128)",0.2,0.0007,0.0005,adamw,cosine,128,gelu,smooth_l1,True,62,block2_mixed_feature_sets,828
all_features,"(256, 256)",0.3,0.0007,0.002,adam,plateau,64,relu,mse,False,42,block2_mixed_feature_sets,829
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.25,0.0007,0.001,adamw,cosine,256,relu,smooth_l1,False,62,block2_mixed_feature_sets,830
geo_knn_macro,"(512, 256)",0.35,0.0005,0.0005,adam,plateau,64,gelu,smooth_l1,True,52,block2_mixed_feature_sets,831
all_without_current_crime_only,"(128, 128, 64)",0.25,0.0005,0.0001,adam,plateau,128,relu,mse,True,62,block2_mixed_feature_sets,832
geo_knn_density_macro,"(128, 128)",0.2,0.0005,0.001,adam,plateau,64,relu,smooth_l1,False,42,block2_mixed_feature_sets,833
all_features,"(256, 128, 64)",0.3,0.0005,0.0005,adam,plateau,128,gelu,mse,False,42,block2_mixed_feature_sets,834
geo_knn_macro_plus_city_crime_only,"(128, 128, 64)",0.3,0.0007,0.0005,adamw,cosine,256,gelu,smooth_l1,False,62,block2_mixed_feature_sets,835
geo_knn_density_macro,"(128, 128, 64)",0.3,0.0005,0.002,adam,plateau,128,gelu,mse,True,42,block2_mixed_feature_sets,836
geo_knn_macro_plus_city_crime_only,"(128, 128)",0.35,0.0007,0.0001,adamw,plateau,64,gelu,mse,True,42,block2_mixed_feature_sets,837
crime_only_subset,"(256, 256)",0.3,0.0003,0.0005,adam,plateau,256,gelu,smooth_l1,False,42,block2_mixed_feature_sets,838
all_features,"(512, 256, 128)",0.25,0.0007,0.002,adamw,cosine,64,gelu,smooth_l1,True,62,block2_mixed_feature_sets,839
geo_knn_macro_plus_city_crime_only,"(256, 128, 64)",0.35,0.0007,0.001,adamw,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,840
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.35,0.001,0.0001,adam,cosine,256,gelu,mse,False,42,block2_mixed_feature_sets,841
all_without_current_crime_only,"(256, 128, 64)",0.35,0.0005,0.0005,adam,cosine,128,relu,mse,True,62,block2_mixed_feature_sets,842
geo_knn_density_macro,"(256, 128, 64)",0.35,0.0007,0.0005,adam,cosine,64,gelu,mse,False,42,block2_mixed_feature_sets,843
all_without_current_crime_only,"(512, 256)",0.2,0.0003,0.001,adamw,plateau,64,relu,smooth_l1,False,52,block2_mixed_feature_sets,844
geo_knn_macro,"(128, 128, 64)",0.2,0.0003,0.001,adamw,plateau,256,relu,mse,False,62,block2_mixed_feature_sets,845
geo_macro_plus_city_crime_only,"(512, 256)",0.25,0.001,0.001,adam,plateau,128,gelu,smooth_l1,False,62,block2_mixed_feature_sets,846
geo_knn_density_macro,"(256, 256, 128)",0.2,0.0007,0.002,adamw,plateau,128,gelu,smooth_l1,True,42,block2_mixed_feature_sets,847
all_without_current_crime_only,"(256, 128, 64)",0.35,0.001,0.0005,adam,plateau,128,relu,mse,False,62,block2_mixed_feature_sets,848
geo_knn_macro_plus_city_crime_only,"(512, 256)",0.25,0.0003,0.002,adam,cosine,128,gelu,mse,False,52,block2_mixed_feature_sets,849
all_features,"(256, 256)",0.35,0.0007,0.001,adamw,cosine,256,relu,smooth_l1,False,42,block2_mixed_feature_sets,850
all_features,"(512, 256)",0.2,0.0003,0.002,adamw,plateau,128,relu,smooth_l1,False,62,block2_mixed_feature_sets,851
all_without_current_crime_only,"(128, 128)",0.3,0.001,0.0001,adam,cosine,64,gelu,smooth_l1,True,42,block2_mixed_feature_sets,852
