city,lat,lon,country,population,country_norm,city_norm
Tivoli,41.9667,12.8,Italy,54916.0,italy,tivoli
Acıpayam,37.425,29.3539,Turkey,54888.0,turkey,acıpayam
Macaíba,-5.8578,-35.3539,Brazil,54883.0,brazil,macaíba
Luquembo,-10.7333,17.8833,Angola,54880.0,angola,luquembo
Canterbury,51.28,1.08,United Kingdom,54880.0,united kingdom,canterbury
Daxing,22.9968,102.395,China,54872.0,china,daxing
Pithāpuram,17.1167,82.2667,India,54859.0,india,pithāpuram
Queensburgh,-29.8667,30.9333,South Africa,54846.0,south africa,queensburgh
Yenişehir,40.2644,29.6531,Turkey,54844.0,turkey,yenişehir
Minamiuonuma,37.0655,138.8761,Japan,54820.0,japan,minamiuonuma
Beaumont,33.9076,-116.9766,United States,54817.0,united states,beaumont
Khurai,24.0437,78.3301,India,54794.0,india,khurai
Świdnica,50.85,16.4833,Poland,54792.0,poland,świdnica
San Jacinto,33.797,-116.9916,United States,54756.0,united states,san jacinto
Tacuarembó,-31.7333,-55.9833,Uruguay,54755.0,uruguay,tacuarembó
Punganūru,13.3667,78.5833,India,54746.0,india,punganūru
Trenčín,48.8919,18.0367,Slovakia,54740.0,slovakia,trenčín
Wellingborough,52.3028,-0.6944,United Kingdom,54733.0,united kingdom,wellingborough
Hidaka,35.9078,139.3391,Japan,54728.0,japan,hidaka
Bhamo,24.2667,97.2333,Burma,54721.0,burma,bhamo
Piedade,-23.7119,-47.4278,Brazil,54717.0,brazil,piedade
Huesca,42.1333,-0.4167,Spain,54704.0,spain,huesca
Jelgava,56.6522,23.7244,Latvia,54701.0,latvia,jelgava
El Kef,36.1822,8.7147,Tunisia,54701.0,tunisia,el kef
Nargol,20.233,72.75,India,54700.0,india,nargol
La Roche-sur-Yon,46.6705,-1.426,France,54699.0,france,la roche-sur-yon
Barranqueras,-27.4833,-58.9333,Argentina,54698.0,argentina,barranqueras
Montenegro,-29.6889,-51.4608,Brazil,54692.0,brazil,montenegro
Santa Cruz,13.48,122.03,Philippines,54692.0,philippines,santa cruz
Chaiwu,39.6556,116.6292,China,54690.0,china,chaiwu
Belén de Escobar,-34.3333,-58.8167,Argentina,54678.0,argentina,belén de escobar
Sarpsborg,59.2839,11.1096,Norway,54678.0,norway,sarpsborg
Phuthaditjhaba,-28.5333,28.8167,South Africa,54661.0,south africa,phuthaditjhaba
Carigara,11.3,124.68,Philippines,54656.0,philippines,carigara
Sara,11.25,123.02,Philippines,54637.0,philippines,sara
Wetzlar,50.5667,8.5,Germany,54629.0,germany,wetzlar
Chone,-0.6833,-80.1,Ecuador,54629.0,ecuador,chone
Hattingen,51.3992,7.1858,Germany,54620.0,germany,hattingen
Pila,14.23,121.37,Philippines,54613.0,philippines,pila
Chota,-6.5614,-78.6486,Peru,54611.0,peru,chota
Annaka,36.3263,138.8871,Japan,54607.0,japan,annaka
Ghātāl,22.67,87.72,India,54591.0,india,ghātāl
Terneuzen,51.3333,3.8333,Netherlands,54589.0,netherlands,terneuzen
Bad Salzuflen,52.0833,8.7467,Germany,54585.0,germany,bad salzuflen
Palmares,-8.6828,-35.5919,Brazil,54584.0,brazil,palmares
Tikhoretsk,45.8667,40.1333,Russia,54582.0,russia,tikhoretsk
Choshi,35.7346,140.8268,Japan,54570.0,japan,choshi
Santa Elena,-2.2267,-80.8583,Ecuador,54565.0,ecuador,santa elena
Giurgiu,43.9008,25.9739,Romania,54551.0,romania,giurgiu
Sāgar,14.1667,75.0333,India,54550.0,india,sāgar
Mūndka,28.6794,77.0284,India,54541.0,india,mūndka
Yenangyaung,20.4597,94.8742,Burma,54535.0,burma,yenangyaung
Jinchang,38.4858,112.9643,China,54533.0,china,jinchang
Masinloc,15.53,119.95,Philippines,54529.0,philippines,masinloc
Plainfield,40.6154,-74.4157,United States,54515.0,united states,plainfield
Pontevedra,10.37,122.88,Philippines,54502.0,philippines,pontevedra
West Sacramento,38.5557,-121.5505,United States,54496.0,united states,west sacramento
Trento,8.05,126.06,Philippines,54492.0,philippines,trento
Jalapa,13.9167,-86.1333,Nicaragua,54491.0,nicaragua,jalapa
Marana,32.4355,-111.1558,United States,54487.0,united states,marana
Ortaca,36.8389,28.7644,Turkey,54478.0,turkey,ortaca
Douar Ain Chkef,33.9652,-5.288,Morocco,54477.0,morocco,douar ain chkef
Kampen,52.55,5.9,Netherlands,54474.0,netherlands,kampen
Ensenada,-34.8644,-57.9103,Argentina,54463.0,argentina,ensenada
Békéscsaba,46.6833,21.0833,Hungary,54460.0,hungary,békéscsaba
Antanifotsy,-19.6641,47.3207,Madagascar,54448.0,madagascar,antanifotsy
Nihonmatsu,37.5849,140.4312,Japan,54447.0,japan,nihonmatsu
Kouri,12.1833,-4.8031,Mali,54435.0,mali,kouri
Capitão Poço,-1.7464,-47.0594,Brazil,54425.0,brazil,capitão poço
Mbulungu,-6.0667,21.9,Congo (Kinshasa),54424.0,congo (kinshasa),mbulungu
Tapas,11.2622,122.5369,Philippines,54423.0,philippines,tapas
Tiruvallūr,13.1231,79.912,India,54416.0,india,tiruvallūr
Bārāmati,18.15,74.58,India,54415.0,india,bārāmati
Passau,48.5744,13.4647,Germany,54401.0,germany,passau
Caojia,27.8197,111.3364,China,54400.0,china,caojia
Sittingbourne,51.34,0.74,United Kingdom,54392.0,united kingdom,sittingbourne
Konan,35.0,136.0833,Japan,54392.0,japan,konan
Karak,-0.5298,101.5721,Indonesia,54381.0,indonesia,karak
Chelles,48.8833,2.6,France,54372.0,france,chelles
San Isidro,15.3097,120.9069,Philippines,54372.0,philippines,san isidro
Dikwella South,5.9667,80.6833,Sri Lanka,54370.0,sri lanka,dikwella south
Medianeira,-25.295,-54.0939,Brazil,54369.0,brazil,medianeira
Polevskoy,56.45,60.1833,Russia,54364.0,russia,polevskoy
Javānrūd,34.8078,46.4939,Iran,54354.0,iran,javānrūd
Yucaipa,34.0336,-117.0429,United States,54348.0,united states,yucaipa
Shidong,23.6873,111.9296,China,54347.0,china,shidong
Shidongcun,23.6193,112.0701,China,54347.0,china,shidongcun
Sakurai,34.5186,135.8433,Japan,54346.0,japan,sakurai
Islāmpur,26.27,88.2,India,54340.0,india,islāmpur
Umm Qurūn,25.25,51.3732,Qatar,54339.0,qatar,umm qurūn
Ruma,45.0031,19.8289,Serbia,54339.0,serbia,ruma
Bełchatów,51.3667,19.3667,Poland,54338.0,poland,bełchatów
Morsott,35.6667,8.0167,Algeria,54332.0,algeria,morsott
Sidhi,24.42,81.88,India,54331.0,india,sidhi
Rāhuri,19.38,74.65,India,54325.0,india,rāhuri
Sado,38.0183,138.3683,Japan,54304.0,japan,sado
Zelenogorsk,56.1,94.5833,Russia,54279.0,russia,zelenogorsk
San Manuel,16.0656,120.6667,Philippines,54271.0,philippines,san manuel
Kızılpınar,41.2667,27.9667,Turkey,54268.0,turkey,kızılpınar
Paraćin,43.8667,21.4167,Serbia,54267.0,serbia,paraćin
Cornillon,18.6755,-71.9527,Haiti,54254.0,haiti,cornillon
Kapchagay,43.8833,77.0833,Kazakhstan,54245.0,kazakhstan,kapchagay
Valle del Guamuez,0.4253,-76.9053,Colombia,54237.0,colombia,valle del guamuez
Ankadinondry-Sakay,-18.9667,46.45,Madagascar,54217.0,madagascar,ankadinondry-sakay
Rotorua,-38.1378,176.2514,New Zealand,54204.0,new zealand,rotorua
San Benito,16.9167,-89.9,Guatemala,54189.0,guatemala,san benito
Don Bosco,14.4817,121.0258,Philippines,54188.0,philippines,don bosco
Peabody,42.5335,-70.9725,United States,54180.0,united states,peabody
Hashtpar,37.7975,48.9042,Iran,54178.0,iran,hashtpar
Rocky Mount,35.9685,-77.804,United States,54175.0,united states,rocky mount
Kāsaragod,12.5,75.0,India,54172.0,india,kāsaragod
Sefrou,33.0,49.0,Morocco,54163.0,morocco,sefrou
Frenda,35.0667,1.05,Algeria,54162.0,algeria,frenda
Texas City,29.4154,-94.9682,United States,54159.0,united states,texas city
Bristol,40.1216,-74.8667,United States,54153.0,united states,bristol
Liski,50.9667,39.5167,Russia,54147.0,russia,liski
Bir Ali Ben Khalifa,34.7339,10.1,Tunisia,54143.0,tunisia,bir ali ben khalifa
Balykchy,42.4603,76.1872,Kyrgyzstan,54132.0,kyrgyzstan,balykchy
Ixhuatlán de Madero,20.6833,-98.0167,Mexico,54132.0,mexico,ixhuatlán de madero
San Bartolomé,27.9256,-15.5725,Spain,54116.0,spain,san bartolomé
Kentwood,42.8852,-85.5926,United States,54114.0,united states,kentwood
Louang Namtha,20.95,101.4,Laos,54100.0,laos,louang namtha
Lower Paxton,40.3183,-76.7983,United States,54088.0,united states,lower paxton
Mariano Acosta,-34.7167,-58.7833,Argentina,54081.0,argentina,mariano acosta
Jalor,25.35,72.62,India,54081.0,india,jalor
Tarma,-11.4186,-75.6908,Peru,54078.0,peru,tarma
Cholet,47.06,-0.8783,France,54074.0,france,cholet
Samāna,30.15,76.19,India,54072.0,india,samāna
Chèddra,13.4428,16.0508,Chad,54072.0,chad,chèddra
Kunnamkulam,10.65,76.08,India,54071.0,india,kunnamkulam
Palmaner,13.2,78.75,India,54035.0,india,palmaner
Xihu,23.9594,120.48,Taiwan,54033.0,taiwan,xihu
Jālākāti,22.6409,90.1988,Bangladesh,54029.0,bangladesh,jālākāti
Deolāli,19.951,73.834,India,54027.0,india,deolāli
Ribeira do Pombal,-10.8339,-38.5358,Brazil,54010.0,brazil,ribeira do pombal
Juanjuí,-7.1802,-76.7265,Peru,54006.0,peru,juanjuí
Tagkawayan,13.97,122.53,Philippines,54003.0,philippines,tagkawayan
Ghōriyān,34.34,61.47,Afghanistan,54000.0,afghanistan,ghōriyān
Jihong,32.6972,111.7928,China,54000.0,china,jihong
Kennedy Town,22.28,114.125,Hong Kong,54000.0,hong kong,kennedy town
Titay,7.8703,122.5594,Philippines,53994.0,philippines,titay
Puerto Libertador,7.9067,-75.6733,Colombia,53990.0,colombia,puerto libertador
Jihlava,49.4003,15.5906,Czechia,53986.0,czechia,jihlava
Minalabac,13.57,123.1844,Philippines,53981.0,philippines,minalabac
Druzhkivka,48.6214,37.5278,Ukraine,53977.0,ukraine,druzhkivka
Umred,20.85,79.33,India,53971.0,india,umred
Şabbāshahr,35.5817,51.1119,Iran,53971.0,iran,şabbāshahr
Bandar-e Torkaman,36.9014,54.0736,Iran,53970.0,iran,bandar-e torkaman
Hamura,35.7672,139.3109,Japan,53970.0,japan,hamura
Chenab Nagar,31.7528,72.9222,Pakistan,53965.0,pakistan,chenab nagar
Sohna,28.25,77.07,India,53962.0,india,sohna
Cheremkhovo,53.15,103.0833,Russia,53958.0,russia,cheremkhovo
Chilibre,9.154,-79.6202,Panama,53955.0,panama,chilibre
Manhattan,39.1886,-96.6048,United States,53951.0,united states,manhattan
Frýdek-Místek,49.6856,18.3506,Czechia,53938.0,czechia,frýdek-místek
Vigan,17.5747,120.3869,Philippines,53935.0,philippines,vigan
Tikhvin,59.65,33.5333,Russia,53932.0,russia,tikhvin
Neustadt,49.35,8.15,Germany,53920.0,germany,neustadt
Manicoré,-5.8089,-61.3,Brazil,53914.0,brazil,manicoré
Chaniá,35.5167,24.0167,Greece,53910.0,greece,chaniá
An Nimāş,19.1455,42.1201,Saudi Arabia,53908.0,saudi arabia,an nimāş
Manfredonia,41.6333,15.9167,Italy,53902.0,italy,manfredonia
Cabagan,17.43,121.77,Philippines,53897.0,philippines,cabagan
Bacaadweyn,7.1919,47.5261,Somalia,53890.0,somalia,bacaadweyn
Ḩajjah,15.695,43.5975,Yemen,53887.0,yemen,ḩajjah
Chenārān,36.6406,59.1186,Iran,53879.0,iran,chenārān
Bījār,35.8729,47.5993,Iran,53871.0,iran,bījār
Iganga,0.615,33.485,Uganda,53870.0,uganda,iganga
Impasugong,8.3028,125.0014,Philippines,53863.0,philippines,impasugong
Pārvatipuram,18.78,83.425,India,53844.0,india,pārvatipuram
Ban Om Noi,13.7001,100.3241,Thailand,53821.0,thailand,ban om noi
Elda,38.4789,-0.7967,Spain,53818.0,spain,elda
Ullāl,12.8149,74.8429,India,53808.0,india,ullāl
Magpet,7.12,125.12,Philippines,53800.0,philippines,magpet
Juigalpa,12.1,-85.3667,Nicaragua,53798.0,nicaragua,juigalpa
Colton,34.0538,-117.3255,United States,53798.0,united states,colton
Kitaotao,7.6406,125.0086,Philippines,53796.0,philippines,kitaotao
Dholka,22.72,72.47,India,53792.0,india,dholka
Louangphabang,19.89,102.1347,Laos,53792.0,laos,louangphabang
Ottappālam,10.77,76.38,India,53790.0,india,ottappālam
Registro,-24.4878,-47.8439,Brazil,53752.0,brazil,registro
Aspen Hill,39.0927,-77.0826,United States,53752.0,united states,aspen hill
Diamond Bar,33.9992,-117.8161,United States,53750.0,united states,diamond bar
São Francisco do Sul,-26.2433,-48.6381,Brazil,53746.0,brazil,são francisco do sul
Zongo,4.3433,18.5928,Congo (Kinshasa),53743.0,congo (kinshasa),zongo
Wayne,40.9481,-74.2453,United States,53729.0,united states,wayne
Cangola,-7.9667,15.8667,Angola,53720.0,angola,cangola
A Yun Pa,13.3939,108.4408,Vietnam,53720.0,vietnam,a yun pa
Ibiza,38.9089,1.4328,Spain,53717.0,spain,ibiza
Funato,34.25,135.3167,Japan,53714.0,japan,funato
Corbeil-Essonnes,48.6139,2.482,France,53712.0,france,corbeil-essonnes
Gazipaşa,36.2728,32.3131,Turkey,53702.0,turkey,gazipaşa
San Francisco Menéndez,13.8425,-90.0167,El Salvador,53692.0,el salvador,san francisco menéndez
Upata,8.0204,-62.41,Venezuela,53685.0,venezuela,upata
Hadali,32.2922,72.1922,Pakistan,53669.0,pakistan,hadali
Mora,11.05,14.15,Cameroon,53667.0,cameroon,mora
Howell,40.1819,-74.1976,United States,53661.0,united states,howell
Huntington Park,33.98,-118.2167,United States,53658.0,united states,huntington park
Manjeri,11.1202,76.12,India,53650.0,india,manjeri
Alcobaça,39.5522,-8.9775,Portugal,53649.0,portugal,alcobaça
Kongoussi,13.3333,-1.5333,Burkina Faso,53641.0,burkina faso,kongoussi
Évry,48.6238,2.4296,France,53641.0,france,évry
Millcreek,42.0859,-80.1194,United States,53634.0,united states,millcreek
Al Majāridah,19.1236,41.9111,Saudi Arabia,53629.0,saudi arabia,al majāridah
Ashta,23.0175,76.7221,India,53628.0,india,ashta
Narva,59.3758,28.1961,Estonia,53626.0,estonia,narva
Gisenyi,-1.7,29.25,Rwanda,53603.0,rwanda,gisenyi
Évora,38.5667,-7.9,Portugal,53591.0,portugal,évora
San Juan,10.65,-61.45,Trinidad and Tobago,53588.0,trinidad and tobago,san juan
Épinay-sur-Seine,48.9553,2.3092,France,53564.0,france,épinay-sur-seine
Dimitrovgrad,42.05,25.6,Bulgaria,53557.0,bulgaria,dimitrovgrad
Ilindu Kothi,32.1461,76.2784,India,53543.0,india,ilindu kothi
Bisceglie,41.2409,16.5021,Italy,53534.0,italy,bisceglie
Kāliyāganj,25.63,88.32,India,53530.0,india,kāliyāganj
Jaggayyapeta,16.892,80.0976,India,53530.0,india,jaggayyapeta
Neryungri,56.6833,124.6667,Russia,53526.0,russia,neryungri
Brits,-25.6344,27.7811,South Africa,53511.0,south africa,brits
Morondava,-20.2833,44.2833,Madagascar,53510.0,madagascar,morondava
Modica,36.8672,14.7614,Italy,53503.0,italy,modica
Marechal Cândido Rondon,-24.5561,-54.0567,Brazil,53495.0,brazil,marechal cândido rondon
Ilgın,38.2792,31.9139,Turkey,53489.0,turkey,ilgın
Travnik,44.2264,17.6597,Bosnia and Herzegovina,53482.0,bosnia and herzegovina,travnik
Extrema,-22.855,-46.3178,Brazil,53482.0,brazil,extrema
Hongshandian,27.5736,112.0158,China,53475.0,china,hongshandian
Ajuy,11.1725,123.0196,Philippines,53462.0,philippines,ajuy
Chystiakove,48.0219,38.6264,Ukraine,53462.0,ukraine,chystiakove
Pasacao,13.5103,123.0419,Philippines,53461.0,philippines,pasacao
Kleve,51.79,6.14,Germany,53458.0,germany,kleve
Wheaton,41.8561,-88.1085,United States,53453.0,united states,wheaton
Marco de Canavezes,41.1833,-8.15,Portugal,53450.0,portugal,marco de canavezes
Popeşti-Leordeni,44.38,26.17,Romania,53434.0,romania,popeşti-leordeni
Goālpāra,26.17,90.62,India,53430.0,india,goālpāra
Cuenca,40.0667,-2.15,Spain,53429.0,spain,cuenca
Sibonga,10.03,123.57,Philippines,53424.0,philippines,sibonga
Pinellas Park,27.8589,-82.7078,United States,53423.0,united states,pinellas park
Dilovası,40.7797,29.535,Turkey,53416.0,turkey,dilovası
Santa Lucía,21.0281,-75.9964,Cuba,53408.0,cuba,santa lucía
Chortoq,41.0689,71.8153,Uzbekistan,53400.0,uzbekistan,chortoq
Mutsu,41.2928,141.1836,Japan,53393.0,japan,mutsu
Liberia,10.6333,-85.4333,Costa Rica,53382.0,costa rica,liberia
Yaguajay,22.3303,-79.2369,Cuba,53375.0,cuba,yaguajay
Shāhpur,16.7,76.83,India,53366.0,india,shāhpur
Aloha,45.492,-122.8725,United States,53362.0,united states,aloha
Guiuan,11.03,125.73,Philippines,53361.0,philippines,guiuan
Tutóia,-2.7619,-42.2739,Brazil,53356.0,brazil,tutóia
Granja,-3.12,-40.8258,Brazil,53344.0,brazil,granja
Bhongīr,17.51,78.89,India,53339.0,india,bhongīr
Chaozhou,22.55,120.5333,Taiwan,53338.0,taiwan,chaozhou
Tōkamachi,37.1333,138.75,Japan,53333.0,japan,tōkamachi
Keighley,53.867,-1.911,United Kingdom,53331.0,united kingdom,keighley
Oak Park,41.8872,-87.7899,United States,53315.0,united states,oak park
Bayonne,43.49,-1.48,France,53312.0,france,bayonne
Gorkhā,28.0,84.6333,Nepal,53285.0,nepal,gorkhā
Ahlen,51.7633,7.8911,Germany,53278.0,germany,ahlen
Montesilvano,42.5119,14.1373,Italy,53275.0,italy,montesilvano
Tame,6.4667,-71.7333,Colombia,53266.0,colombia,tame
Inhumas,-16.3578,-49.4961,Brazil,53259.0,brazil,inhumas
Minnetonka,44.9322,-93.4598,United States,53256.0,united states,minnetonka
Dongshan,24.6319,121.7539,Taiwan,53235.0,taiwan,dongshan
Amalāpuram,16.5787,82.0061,India,53231.0,india,amalāpuram
Tokmok,42.839,75.291,Kyrgyzstan,53231.0,kyrgyzstan,tokmok
Yangmei,22.8728,112.7802,China,53224.0,china,yangmei
Kunnamangalam,11.3064,75.8789,India,53223.0,india,kunnamangalam
Bakhtiyārpur,25.459,85.539,India,53223.0,india,bakhtiyārpur
Twin Falls,42.5645,-114.4613,United States,53219.0,united states,twin falls
Legionowo,52.4,20.8833,Poland,53216.0,poland,legionowo
San Vicente,13.6453,-88.7842,El Salvador,53213.0,el salvador,san vicente
La Gomera,14.0833,-91.05,Guatemala,53211.0,guatemala,la gomera
Qingan,46.8719,127.5118,China,53206.0,china,qingan
Estancia,11.45,123.15,Philippines,53200.0,philippines,estancia
Kabale,-1.25,29.99,Uganda,53200.0,uganda,kabale
Hamilton,55.777,-4.039,United Kingdom,53188.0,united kingdom,hamilton
Dongsheng,29.7139,112.53,China,53184.0,china,dongsheng
Bitonto,41.1083,16.6917,Italy,53168.0,italy,bitonto
Barbosa,6.439,-75.333,Colombia,53167.0,colombia,barbosa
Patancheruvu,17.5333,78.2645,India,53160.0,india,patancheruvu
Capivari,-22.995,-47.5078,Brazil,53152.0,brazil,capivari
Lubuk Sikaping,0.15,100.1667,Indonesia,53150.0,indonesia,lubuk sikaping
Pinotepa,16.3401,-98.053,Mexico,53148.0,mexico,pinotepa
Barobo,8.5292,126.1217,Philippines,53146.0,philippines,barobo
Rondon do Pará,-4.7758,-48.0669,Brazil,53143.0,brazil,rondon do pará
Vikārābād,17.33,77.9,India,53143.0,india,vikārābād
Asunción Mita,14.3333,-89.7167,Guatemala,53141.0,guatemala,asunción mita
Molave,8.0933,123.485,Philippines,53140.0,philippines,molave
Frechen,50.9167,6.8167,Germany,53128.0,germany,frechen
Bāruipur,22.3607,88.4323,India,53128.0,india,bāruipur
Lozova,48.8833,36.3833,Ukraine,53126.0,ukraine,lozova
Edina,44.8914,-93.3602,United States,53125.0,united states,edina
Beberibe,-4.18,-38.1308,Brazil,53114.0,brazil,beberibe
Deva,45.8781,22.9144,Romania,53113.0,romania,deva
Hereford,52.056,-2.716,United Kingdom,53112.0,united kingdom,hereford
Dandarah,26.1422,32.6697,Egypt,53109.0,egypt,dandarah
Dunfermline,56.0719,-3.4393,United Kingdom,53100.0,united kingdom,dunfermline
Lucban,14.1133,121.5569,Philippines,53091.0,philippines,lucban
Zaragoza,15.4492,120.7933,Philippines,53090.0,philippines,zaragoza
San Manuel,15.3318,-87.9194,Honduras,53083.0,honduras,san manuel
Westchester,25.7471,-80.3523,United States,53082.0,united states,westchester
Sagua la Grande,22.8086,-80.0711,Cuba,53077.0,cuba,sagua la grande
Itapagé,-3.6867,-39.5861,Brazil,53067.0,brazil,itapagé
Puttūr,12.7648,75.1842,India,53061.0,india,puttūr
Puttūr,13.45,79.55,India,53061.0,india,puttūr
Lysva,58.1003,57.8042,Russia,53057.0,russia,lysva
Cruz das Almas,-12.67,-39.1019,Brazil,53049.0,brazil,cruz das almas
Methuen Town,42.734,-71.1889,United States,53043.0,united states,methuen town
Saint-Ouen,48.9123,2.3342,France,53041.0,france,saint-ouen
Naka,36.4574,140.4868,Japan,53035.0,japan,naka
Wolfenbüttel,52.1622,10.5369,Germany,53034.0,germany,wolfenbüttel
Mahmutlar,36.4928,32.0992,Turkey,53034.0,turkey,mahmutlar
Mahmutlar,36.4928,32.0992,Turkey,53034.0,turkey,mahmutlar
Bitlis,38.4,42.1083,Turkey,53023.0,turkey,bitlis
Safranbolu,41.2494,32.6833,Turkey,52999.0,turkey,safranbolu
Saint-Quentin,49.8486,3.2864,France,52995.0,france,saint-quentin
Aurora,7.9484,123.5819,Philippines,52995.0,philippines,aurora
Bad Kreuznach,49.85,7.8667,Germany,52989.0,germany,bad kreuznach
At Tawāhī,12.7833,44.9833,Yemen,52984.0,yemen,at tawāhī
San Estanislao,-24.6657,-56.4467,Paraguay,52983.0,paraguay,san estanislao
Bloomfield,40.8098,-74.1869,United States,52974.0,united states,bloomfield
Manglaur,29.8,77.87,India,52971.0,india,manglaur
Beloeil,45.5667,-73.2,Canada,52959.0,canada,beloeil
Simojovel de Allende,17.15,-92.7167,Mexico,52935.0,mexico,simojovel de allende
Kadiolo,10.55,-5.7667,Mali,52932.0,mali,kadiolo
Bagheria,38.0833,13.5,Italy,52928.0,italy,bagheria
Hyosha,0.6975,29.5197,Congo (Kinshasa),52921.0,congo (kinshasa),hyosha
Tilhar,27.9628,79.7383,India,52909.0,india,tilhar
Normal,40.5217,-88.9884,United States,52908.0,united states,normal
Xincheng,39.9883,112.4673,China,52903.0,china,xincheng
Buenavista,10.7,122.63,Philippines,52899.0,philippines,buenavista
Xinguara,-7.095,-49.9458,Brazil,52893.0,brazil,xinguara
Sultānganj,25.246,86.738,India,52892.0,india,sultānganj
Congonhas,-20.5,-43.8578,Brazil,52890.0,brazil,congonhas
Megion,61.0331,76.1097,Russia,52887.0,russia,megion
Tiruvalla,9.3856,76.5756,India,52883.0,india,tiruvalla
Kandıra,41.0722,30.1611,Turkey,52874.0,turkey,kandıra
Cagnes-sur-Mer,43.6644,7.1489,France,52852.0,france,cagnes-sur-mer
‘Alīābād-e Katūl,36.9075,54.8667,Iran,52838.0,iran,‘alīābād-e katūl
Elyria,41.376,-82.106,United States,52833.0,united states,elyria
Xingcheng,40.1431,118.3008,China,52814.0,china,xingcheng
Siena,43.3183,11.3314,Italy,52812.0,italy,siena
Gallarate,45.6649,8.7914,Italy,52811.0,italy,gallarate
Timbaúba,-7.5053,-35.3183,Brazil,52802.0,brazil,timbaúba
San Remo,43.8175,7.775,Italy,52787.0,italy,san remo
Lorica,9.2419,-75.816,Colombia,52771.0,colombia,lorica
Usa,33.5319,131.3494,Japan,52767.0,japan,usa
Harrismith,-28.2833,29.1333,South Africa,52765.0,south africa,harrismith
São Francisco,-15.9489,-44.8639,Brazil,52762.0,brazil,são francisco
Grand Island,40.9218,-98.3586,United States,52761.0,united states,grand island
Ksar Chellala,35.2167,2.3167,Algeria,52753.0,algeria,ksar chellala
